variant,qid,category,used_query,r_at_5,r_at_10,mrr,ndcg_10,f1_token,rouge_l,cit_p,cit_r,cit_f1,refusal,latency_s,pred_answer,standalone_query
NO_REWRITE,RQ-001,simple_penalty,Vượt đèn đỏ đi xe máy phạt bao nhiêu tiền?,0.0,0.0,0.0,0.0,0.5686274509803921,0.34179301252471983,0.0,0.0,0.0,False,2.2742465549963526,"Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng và bị trừ 04 điểm giấy phép lái xe đối với hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông [Điều 7, Khoản 7, Điểm c — NĐ 168/2024/NĐ-CP] [Điều 7, Khoản 13, Điểm b — NĐ 168/2024/NĐ-CP].",
NO_REWRITE,RQ-002,simple_penalty,Nồng độ cồn mức 1 đối với ô tô phạt bao nhiêu?,0.0,1.0,0.1111111111111111,0.3010299956639812,0.8028169014084507,0.5665634674922602,0.03125,1.0,0.06060606060606061,False,2.0810994759958703,"Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng và bị trừ 06 điểm giấy phép lái xe đối với người điều khiển xe ô tô trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở [Điều 6, Khoản 6, Điểm c — NĐ 168/2024/NĐ-CP] [Điều 6, Khoản 16, Điểm c — NĐ 168/2024/NĐ-CP].",
NO_REWRITE,RQ-003,simple_penalty,Không đội mũ bảo hiểm bị phạt bao nhiêu?,0.0,0.0,0.03125,0.0,0.16877637130801687,0.19853539462978032,0.02631578947368421,1.0,0.05128205128205127,False,2.985343964988715,"1. Đối với người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy: Không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi điều khiển xe tham gia giao thông trên đường bộ [Điều 7, Khoản 2, Điểm h — NĐ 168/2024/NĐ-CP].

2. Đối với người được chở trên xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô, các loại xe tương tự xe gắn máy: Không đội “mũ bảo hiểm cho người đi m",
NO_REWRITE,RQ-004,simple_penalty,Đi xe máy vào đường cao tốc phạt bao nhiêu?,0.0,0.0,0.034482758620689655,0.0,0.6518518518518519,0.40750256937307305,0.025,1.0,0.04878048780487806,False,1.7548562239971943,"Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng và bị trừ 06 điểm giấy phép lái xe đối với người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy đi vào đường cao tốc, trừ xe phục vụ việc quản lý, bảo trì đường cao tốc [Điều 7, Khoản 7, Điểm b — NĐ 168/2024/NĐ-CP] [Điều 7, Khoản 13, Điểm c — NĐ 168/2024/NĐ-CP].",
NO_REWRITE,RQ-005,simple_penalty,Bấm còi trong đô thị từ 22 giờ đến 5 giờ sáng bị phạt thế nào?,0.5,1.0,1.0,1.0249810332008933,0.39062500000000006,0.28691562143671606,0.09090909090909091,1.0,0.16666666666666669,True,2.1602857480029343,"1. Đối với người điều khiển xe ô tô và các loại xe tương tự xe ô tô: Phạt tiền từ 400.000 đồng đến 600.000 đồng khi sử dụng còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định [Điều 6, Khoản 1, Điểm đ — NĐ 168/2024/NĐ-CP].

2. Đối với người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự: Phạt tiền từ 400.000 đồng đến 600.000 đồng khi sử dụng còi trong thời gi",
NO_REWRITE,RQ-006,multi_intent,Vượt đèn đỏ và không mang bằng lái xe máy thì bị phạt tổng cộng bao nhiêu?,0.0,0.0,0.0,0.0,0.032786885245901634,0.029397590361445784,0.0,0.0,0.0,True,1.5458456759952242,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-007,multi_intent,Xe máy chở 3 người và không đội mũ bảo hiểm bị phạt thế nào?,0.5,0.5,1.0,0.9197207891481876,0.21656050955414013,0.18178567171295745,0.045454545454545456,1.0,0.08695652173913045,True,2.4578073550073896,"1. Người lái xe mô tô, xe gắn máy chỉ được chở một người, trừ các trường hợp được chở tối đa hai người gồm: chở người bệnh đi cấp cứu; áp giải người có hành vi vi phạm pháp luật; trẻ em dưới 12 tuổi; người già yếu hoặc người khuyết tật [Điều 33, Khoản 1 — Luật Trật tự ATGT đường bộ 2024 (36/2024/QH15)].

2. Hành vi chở người ngồi trên xe không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách (trừ trường hợp chở người bệnh",
NO_REWRITE,RQ-008,multi_intent,Hạng B1 và B2 theo luật mới 2024 thay đổi như thế nào?,0.0,0.0,0.0,0.0,0.27796610169491526,0.2337453646477132,0.0,0.0,0.0,False,2.082107852998888,"1. Giấy phép lái xe hạng B1 (cấp cho người không hành nghề lái xe) được đổi, cấp lại sang giấy phép lái xe hạng B với điều kiện hạn chế là chỉ được điều khiển xe ô tô số tự động [Điều 89, Khoản 3, Điểm đ — Luật Trật tự ATGT đường bộ 2024 (36/2024/QH15)]

2. Giấy phép lái xe hạng B1 số tự động được đổi, cấp lại sang giấy phép lái xe hạng B với điều kiện hạn chế là chỉ được điều khiển xe ô tô số tự động [Điều 89, Khoản 3, Điểm đ — Luật Trật tự ATGT đường bộ 2024 (36/2024/QH15)]

3. Giấy phép lái x",
NO_REWRITE,RQ-009,multi_intent,Độ tuổi lái xe máy 50cc và trên 125cc quy định thế nào?,1.0,1.0,1.0,1.0,0.37777777777777777,0.29122291590157917,0.0,0.0,0.0,True,1.7222992059978424,"1. Người đủ 16 tuổi trở lên được điều khiển xe gắn máy [Điều 59, Khoản 1, Điểm a — Luật Trật tự ATGT đường bộ 2024 (Nguồn 1)].

Thông tin về độ tuổi cụ thể cho xe trên 125cc không có trong tài liệu được cung cấp.",
NO_REWRITE,RQ-010,multi_intent,Khi nào bị tịch thu xe và khi nào chỉ bị tạm giữ xe?,0.0,0.0,0.0,0.0,0.1369472182596291,0.10398680230959581,0.0,0.0,0.0,False,3.702950143007911,"Dưới đây là các trường hợp bị tịch thu phương tiện và tạm giữ phương tiện theo quy định:

**1. Các trường hợp bị tịch thu phương tiện:**

*   Điều khiển xe mô tô, xe gắn máy không có chứng nhận đăng ký xe hoặc sử dụng chứng nhận đăng ký xe không do cơ quan có thẩm quyền cấp, không đúng số khung, số máy hoặc bị tẩy xóa mà không chứng minh được nguồn gốc xuất xứ của phương tiện [Điều 14, Khoản 5, Điểm b — NĐ 168/2024/NĐ-CP].

*   Điều khiển xe máy chuyên dùng không có chứng nhận đăng ký xe hoặc sử",
NO_REWRITE,RQ-011,cross_reference,Vi phạm tại điểm a khoản 4 Điều 13 Nghị định 168 bị phạt bao nhiêu?,0.0,0.0,0.0,0.0,0.03773584905660377,0.03413542249580302,0.0,0.0,0.0,True,1.4147710830002325,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-012,cross_reference,Hình thức phạt bổ sung quy định tại khoản 8 Điều 32 NĐ 168 là gì?,0.0,0.0,0.0,0.0,0.03333333333333333,0.029916625796959292,0.0,0.0,0.0,True,1.2665713479946135,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-013,cross_reference,Mức phạt cho hành vi quy định tại điểm h khoản 14 Điều 32 NĐ 168?,0.0,0.0,0.0,0.0,0.20304568527918782,0.13756812629205037,0.0,0.0,0.0,True,1.866570819998742,"Thông tin về mức phạt tiền cụ thể cho hành vi quy định tại điểm h khoản 14 Điều 32 không có trong tài liệu được cung cấp.

Tuy nhiên, các quy định liên quan đến hành vi này bao gồm:

1. Tước quyền sử dụng giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường và tem kiểm định của phương tiện từ 01 tháng đến 03 tháng [Điều 32, Khoản 18, Điểm d — NĐ 168/2024/NĐ-CP].

2. Buộc khôi phục lại hình dáng, kích thước, tình trạng an toàn kỹ thuật ban đầu của xe và đăng kiểm lại trước khi đưa phươ",
NO_REWRITE,RQ-014,cross_reference,Điểm b khoản 9 Điều 6 quy định mức phạt tiền là bao nhiêu?,0.0,0.0,0.0,0.0,0.12244897959183672,0.11138161898965307,0.0,0.0,0.0,True,1.4436219110066304,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-015,cross_reference,Khoản 2 Điều 48 NĐ 168 nhắc đến việc tạm giữ phương tiện theo luật nào?,1.0,1.0,0.5,0.6309297535714575,0.3773584905660377,0.37777053455019555,0.25,1.0,0.4,False,1.343040102001396,"Khoản 2 Điều 48 Nghị định 168/2024/NĐ-CP nhắc đến việc tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm theo quy định tại điểm a, điểm c khoản 1; khoản 2; khoản 6; khoản 7; khoản 8 Điều 125 của Luật Xử lý vi phạm hành chính [Điều 48, Khoản 2 — NĐ 168/2024/NĐ-CP].",
NO_REWRITE,RQ-016,procedure,Thời hạn đăng kiểm định kỳ đối với ô tô con không kinh doanh vận tải?,0.0,0.0,0.0,0.0,0.4375,0.43686392762909915,0.0,0.0,0.0,False,2.030461603004369,"Thời hạn kiểm định định kỳ đối với ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe) không kinh doanh vận tải được quy định như sau:

1. Đối với xe có thời gian sản xuất đến 07 năm: chu kỳ định kỳ là 24 tháng [Điều 35, Khoản 2, Bảng chu kỳ kiểm định, Mục 1.1 — Thông tư 47/2024/TT-BGTVT].

2. Đối với xe có thời gian sản xuất trên 07 năm đến 20 năm: chu kỳ định kỳ là 12 tháng [Điều 35, Khoản 2, Bảng chu kỳ kiểm định, Mục 1.2 — Thông tư 47/2024/TT-BGTVT].

3. Đối với xe có thời gian sản xuấ",
NO_REWRITE,RQ-017,procedure,Thủ tục phục hồi điểm giấy phép lái xe như thế nào?,1.0,1.0,0.25,0.43067655807339306,0.1674718196457327,0.16673914393986455,0.0,0.0,0.0,False,3.1135427599947434,"1. Đối với trường hợp giấy phép lái xe chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng kể từ ngày bị trừ điểm gần nhất: Dữ liệu điểm sẽ được tự động phục hồi đủ 12 điểm (bao gồm cả giấy phép lái xe đang trong thời hạn bị tước quyền sử dụng) và cập nhật tự động trong Cơ sở dữ liệu về xử lý vi phạm hành chính về trật tự, an toàn giao thông đường bộ [Điều 51, Khoản 2, Điểm a — NĐ 168/2024/NĐ-CP].

2. Ngay sau khi dữ liệu được phục hồi, Cơ sở dữ liệu về xử lý vi phạm hành chính sẽ ",
NO_REWRITE,RQ-018,procedure,Điều kiện để được cấp Giấy phép lái xe hạng C là gì?,0.0,0.0,0.0,0.0,0.05,0.046247156937073534,0.0,0.0,0.0,True,1.237924529996235,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-019,procedure,Hành vi nào dẫn đến bị thu hồi Giấy phép lái xe theo luật 2024?,1.0,1.0,1.0,1.0,0.35944700460829493,0.40335707019328587,0.0,0.0,0.0,False,1.647514387004776,"Giấy phép lái xe bị thu hồi trong các trường hợp sau đây:

1. Người được cấp giấy phép lái xe không đủ điều kiện sức khỏe theo kết luận của cơ sở khám bệnh, chữa bệnh đối với từng hạng giấy phép lái xe [Điều 62, Khoản 5, Điểm a — Luật Trật tự ATGT đường bộ 2024].

2. Giấy phép lái xe được cấp sai quy định [Điều 62, Khoản 5, Điểm b — Luật Trật tự ATGT đường bộ 2024].

3. Giấy phép lái xe đã quá thời hạn tạm giữ hoặc hết thời hiệu thi hành quyết định xử phạt vi phạm hành chính mà người vi phạm khô",
NO_REWRITE,RQ-020,procedure,Xe máy điện có cần phải đăng ký biển số không?,0.0,0.0,0.0,0.0,0.38095238095238093,0.3765432098765432,0.0,0.0,0.0,False,1.5373764619871508,"Xe máy điện thuộc nhóm xe mô tô, xe gắn máy và phải thực hiện đăng ký, cấp biển số xe theo quy định [Điều 4, Khoản 1, Điểm b — Thông tư 155/2025/TT-BTC (155/2025/TT-BTC)] [Điều 3, Khoản 1 — Thông tư 79/2024/TT-BCA (79/2024/TT-BCA)].",
NO_REWRITE,RQ-021,out_of_scope,Cách nấu món phở bò Nam Định ngon nhất?,1.0,1.0,0.0,0.0,0.15384615384615383,0.0950896336710834,1.0,1.0,1.0,True,1.7633216120011639,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-022,out_of_scope,Dự báo thời tiết Hà Nội ngày mai thế nào?,1.0,1.0,0.0,0.0,0.3243243243243243,0.15111478117258464,1.0,1.0,1.0,True,1.1738029999978608,Thông tin này không có trong tài liệu được cung cấp.,
NO_REWRITE,RQ-023,out_of_scope,"Chào bạn, bạn có khỏe không?",1.0,1.0,0.0,0.0,0.05128205128205127,0.0475448168355417,1.0,1.0,1.0,True,1.3900470399967162,Thông tin này không có trong tài liệu được cung cấp.,
